cruise_line,cruise_ship,date,score
Princess Cruises,Diamond Princess,9/14/2010,100
Royal Caribbean International,Mariner Of The Seas,9/26/2010,96
Norwegian Cruise Lines,Norwegian Star,9/15/2010,99
Royal Caribbean International,Rhapsody Of The Seas,9/28/2010,97
Lindblad Expeditions,Sea Bird,9/16/2010,98
Silversea Cruises Ltd,Silver Whisper,9/17/2010,97
Holland America Line,Veendam,9/19/2010,91
VSP Office Cruise Line,Vspbeta,9/30/2010,88
Aida Cruises,AIDAluna,10/3/2010,95
Phoenix Reissen Cruise Line,Amadea,10/12/2010,91
P&O Cruises,Aurora,10/26/2010,100
"Carnival Cruise Lines, Inc.",Carnival Fantasy,10/25/2010,98
"Carnival Cruise Lines, Inc.",Carnival Liberty,10/2/2010,100
"Carnival Cruise Lines, Inc.",Carnival Sunshine,10/18/2010,94
"Carnival Cruise Lines, Inc.",Carnival Valor,10/3/2010,100
"Carnival Cruise Lines, Inc.",Carnival Victory,10/25/2010,100
Costa Crociere S.P.A.,Costa Atlantica,10/12/2010,100
Princess Cruises,Crown Princess,10/7/2010,96
Disney Cruise Lines,Disney Magic,10/23/2010,99
Disney Cruise Lines,Disney Wonder,10/31/2010,99
Holland America Line,Eurodam,10/16/2010,97
Princess Cruises,Grand Princess,10/25/2010,99
Royal Caribbean International,Grandeur Of The Seas,10/9/2010,97
Princess Cruises,Island Princess,10/21/2010,92
Royal Caribbean International,Jewel Of The Seas,10/11/2010,100
Norwegian Cruise Lines,Norwegian Spirit,10/10/2010,100
Norwegian Cruise Lines,Norwegian Sun,10/30/2010,99
P&O Cruises,Oriana,10/13/2010,100
Princess Cruises,Ruby Princess,10/28/2010,100
Holland America Line,Ryndam,10/10/2010,93
Sea Dream Yacht Club,Seadream I,10/27/2010,94
ResidenSea,The World,10/8/2010,100
P&O Cruises,Arcadia,11/14/2010,97
"Carnival Cruise Lines, Inc.",Carnival Freedom,11/9/2010,90
"Carnival Cruise Lines, Inc.",Carnival Imagination,11/5/2010,89
"Carnival Cruise Lines, Inc.",Carnival Inspiration,11/20/2010,100
"Carnival Cruise Lines, Inc.",Carnival Legend,11/21/2010,94
"Carnival Cruise Lines, Inc.",Carnival Spirit,11/4/2010,95
Celebrity Cruises,Celebrity Constellation,11/26/2010,97
Celebrity Cruises,Celebrity Eclipse,11/17/2010,100
Celebrity Cruises,Celebrity Solstice,11/28/2010,97
Royal Caribbean International,Explorer Of The Seas,11/19/2010,95
Royal Caribbean International,Majesty Of The Seas,11/12/2010,97
MSC Cruises (Mediterranean Shipping Company),MSC Poesia,11/11/2010,95
Holland America Line,Nieuw Amsterdam,11/10/2010,95
Norwegian Cruise Lines,Norwegian Gem,11/22/2010,100
Norwegian Cruise Lines,Norwegian Pearl,11/21/2010,99
Sea Dream Yacht Club,Seadream II,11/28/2010,97
Royal Caribbean International,Serenade Of The Seas,11/7/2010,91
Silversea Cruises Ltd,Silver Spirit,11/26/2010,95
Holland America Line,Zuiderdam,11/13/2010,96
Royal Caribbean International,Adventure Of The Seas,12/26/2010,96
Royal Caribbean International,Allure of the Seas,12/29/2010,99
Azamara Cruises,Azamara Journey,12/23/2010,99
P&O Cruises,Azura,12/19/2010,97
Princess Cruises,Caribbean Princess,12/5/2010,98
"Carnival Cruise Lines, Inc.",Carnival Dream,12/18/2010,100
"Carnival Cruise Lines, Inc.",Carnival Paradise,12/10/2010,98
Celebrity Cruises,Celebrity Infinity,12/5/2010,96
Celebrity Cruises,Celebrity Summit,12/4/2010,90
"Crystal Cruises , Inc.",Crystal Serenity,12/11/2010,97
Princess Cruises,Emerald Princess,12/8/2010,99
Royal Caribbean International,Enchantment Of The Seas,12/20/2010,98
Holland America Line,Maasdam,12/6/2010,99
V. Ships Leisure U.S.A.,MV Explorer,12/13/2010,100
Royal Caribbean International,Navigator Of The Seas,12/3/2010,99
Holland America Line,Oosterdam,12/11/2010,99
Holland America Line,Prinsendam,12/22/2010,98
"Saga Shipping Company, Ltd",SagaRuby,12/22/2010,93
Regent Seven Seas,Seven Seas Voyager,12/10/2010,91
Holland America Line,Westerdam,12/3/2010,100
Holland America Line,Amsterdam,1/5/2011,100
P&O Cruises,Arcadia,1/24/2011,87
"Celebration Cruise Line, Ltd",Bahamas Celebration,1/17/2011,98
"Carnival Cruise Lines, Inc.",Carnival Glory,1/30/2011,87
"Carnival Cruise Lines, Inc.",Carnival Miracle,1/6/2011,97
Celebrity Cruises,Celebrity Century,1/3/2011,100
Club Med Marine,Club Med 2,1/27/2011,95
Princess Cruises,Coral Princess,1/24/2011,99
Peter Deilmann Cruises,Deutschland,1/6/2011,93
Royal Caribbean International,Freedom Of The Seas,1/16/2011,100
Princess Cruises,Golden Princess,1/5/2011,99
Royal Caribbean International,Monarch Of The Seas,1/17/2011,98
Norwegian Cruise Lines,Norwegian Epic,1/29/2011,89
Princess Cruises,Pacific Princess,1/19/2011,99
Oceania Cruises,Regatta,1/12/2011,94
Holland America Line,Rotterdam,1/3/2011,99
Seabourn Cruise Line,Seabourn Sojourn,1/4/2011,97
Regent Seven Seas,Seven Seas Mariner,1/11/2011,99
Holland America Line,Statendam,1/7/2011,98
P&O Cruises,Ventura,1/4/2011,99
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,2/24/2011,99
"Carnival Cruise Lines, Inc.",Carnival Elation,2/3/2011,95
"Carnival Cruise Lines, Inc.",Carnival Fascination,2/28/2011,99
"Carnival Cruise Lines, Inc.",Carnival Pride,2/16/2011,96
"Carnival Cruise Lines, Inc.",Carnival Sensation,2/17/2011,99
"Carnival Cruise Lines, Inc.",Carnival Triumph,2/5/2011,96
"Crystal Cruises , Inc.",Crystal Symphony,2/23/2011,99
Disney Cruise Lines,Disney Dream,2/27/2011,100
Blount Small Ship Adventures,Grande Mariner,2/24/2011,86
Royal Caribbean International,Liberty of the Seas,2/13/2011,99
Holland America Line,Noordam,2/16/2011,96
Norwegian Cruise Lines,Norwegian Dawn,2/25/2011,100
Norwegian Cruise Lines,Norwegian Jewel,2/15/2011,100
Norwegian Cruise Lines,Norwegian Sky,2/14/2011,99
Norwegian Cruise Lines,Norwegian Star,2/5/2011,94
Cunard Line,Queen Victoria,2/6/2011,98
Princess Cruises,Sapphire Princess,2/4/2011,95
Seabourn Cruise Line,Seabourn Legend,2/25/2011,95
Regent Seven Seas,Seven Seas Navigator,2/3/2011,94
Silversea Cruises Ltd,Silver Cloud,2/17/2011,99
Silversea Cruises Ltd,Silver Whisper,2/23/2011,99
Holland America Line,Zaandam,2/6/2011,97
P&O Cruises,Aurora,3/24/2011,100
"Carnival Cruise Lines, Inc.",Carnival Victory,3/6/2011,87
Celebrity Cruises,Celebrity Eclipse,3/12/2011,97
Celebrity Cruises,Celebrity Millennium,3/7/2011,98
Costa Crociere S.P.A.,Costa Atlantica,3/25/2011,100
Disney Cruise Lines,Disney Magic,3/12/2011,90
Holland America Line,Eurodam,3/8/2011,96
Princess Cruises,Island Princess,3/30/2011,97
MSC Cruises (Mediterranean Shipping Company),MSC Poesia,3/9/2011,93
Holland America Line,Nieuw Amsterdam,3/20/2011,98
Norwegian Cruise Lines,Norwegian Sun,3/5/2011,99
Oceania Cruises,Oceania Marina,3/28/2011,92
Princess Cruises,Ruby Princess,3/10/2011,94
Holland America Line,Ryndam,3/6/2011,96
Seabourn Cruise Line,Seabourn Odyssey,3/18/2011,94
Sea Dream Yacht Club,Seadream I,3/6/2011,87
Princess Cruises,Star Princess,3/24/2011,100
Phoenix Reissen Cruise Line,Amadea,4/20/2011,93
Azamara Cruises,Azamara Journey,4/4/2011,100
"Carnival Cruise Lines, Inc.",Carnival Liberty,4/16/2011,92
"Carnival Cruise Lines, Inc.",Carnival Spirit,4/27/2011,96
"Carnival Cruise Lines, Inc.",Carnival Splendor,4/3/2011,100
Celebrity Cruises,Celebrity Constellation,4/9/2011,96
Celebrity Cruises,Celebrity Equinox,4/11/2011,100
Celebrity Cruises,Celebrity Solstice,4/6/2011,99
Princess Cruises,Crown Princess,4/16/2011,99
Princess Cruises,Emerald Princess,4/7/2011,98
Hapag Lloyd Kreuzfahrten Gmbh,Europa,4/5/2011,98
Princess Cruises,Grand Princess,4/11/2011,98
Blount Small Ship Adventures,Grande Caribe,4/22/2011,96
Compagnie Du Ponant SA,Le Boreal,4/5/2011,94
Classic International Cruises,MV Princess Danae,4/3/2011,90
Royal Caribbean International,Navigator Of The Seas,4/14/2011,99
Royal Caribbean International,Radiance Of The Seas,4/16/2011,98
Royal Caribbean International,Rhapsody Of The Seas,4/29/2011,96
"Saga Shipping Company, Ltd",SagaRuby,4/1/2011,86
Sea Dream Yacht Club,Seadream II,4/8/2011,99
Rederij Clipper Stad Amsterdam,Stad Amsterdam,4/22/2011,93
ResidenSea,The World,4/8/2011,100
Royal Caribbean International,Voyager Of The Seas,4/17/2011,96
VSP Office Cruise Line,Vspbeta,4/26/2011,100
VSP Office Cruise Line,Vspbeta,4/18/2011,97
Holland America Line,Westerdam,4/8/2011,97
"Carnival Cruise Lines, Inc.",Carnival Legend,5/8/2011,95
"Carnival Cruise Lines, Inc.",Carnival Sunshine,5/26/2011,92
"Carnival Cruise Lines, Inc.",Carnival Valor,5/8/2011,98
Celebrity Cruises,Celebrity Infinity,5/20/2011,99
Princess Cruises,Diamond Princess,5/25/2011,97
Disney Cruise Lines,Disney Wonder,5/21/2011,96
Royal Caribbean International,Enchantment Of The Seas,5/14/2011,96
Princess Cruises,Golden Princess,5/21/2011,97
Holland America Line,Maasdam,5/14/2011,97
Norwegian Cruise Lines,Norwegian Epic,5/7/2011,98
Norwegian Cruise Lines,Norwegian Spirit,5/15/2011,97
Royal Caribbean International,Oasis Of The Seas,5/28/2011,100
Holland America Line,Prinsendam,5/17/2011,97
Un-Cruise Adventures,Safari Quest,5/20/2011,100
Lindblad Expeditions,Sea Bird,5/22/2011,100
Lindblad Expeditions,Sea Lion,5/21/2011,99
Princess Cruises,Sea Princess,5/24/2011,99
Holland America Line,Veendam,5/15/2011,96
Holland America Line,Volendam,5/20/2011,99
Holland America Line,Zuiderdam,5/23/2011,99
"NYK Cruises Co., LTD",Asuka II,6/28/2011,96
"Carnival Cruise Lines, Inc.",Carnival Conquest,6/15/2011,90
"Carnival Cruise Lines, Inc.",Carnival Fantasy,6/7/2011,95
"Carnival Cruise Lines, Inc.",Carnival Glory,6/27/2011,100
"Carnival Cruise Lines, Inc.",Carnival Imagination,6/20/2011,91
"Carnival Cruise Lines, Inc.",Carnival Inspiration,6/18/2011,95
"Carnival Cruise Lines, Inc.",Carnival Miracle,6/7/2011,97
"Carnival Cruise Lines, Inc.",Carnival Paradise,6/27/2011,100
Celebrity Cruises,Celebrity Century,6/16/2011,99
Celebrity Cruises,Celebrity Summit,6/5/2011,96
Royal Caribbean International,Explorer Of The Seas,6/9/2011,94
Royal Caribbean International,Freedom Of The Seas,6/19/2011,97
Royal Caribbean International,Majesty Of The Seas,6/17/2011,99
"Mitsui O.S.K. Passenger Line, Ltd",Nippon Maru,6/8/2011,97
Norwegian Cruise Lines,Norwegian Gem,6/26/2011,97
Norwegian Cruise Lines,Norwegian Pearl,6/14/2011,97
Holland America Line,Oosterdam,6/15/2011,98
Cunard Line,Queen Mary 2,6/10/2011,84
Royal Caribbean International,Serenade Of The Seas,6/5/2011,95
Silversea Cruises Ltd,Silver Shadow,6/13/2011,98
Royal Caribbean International,Allure of the Seas,7/24/2011,100
Holland America Line,Amsterdam,7/12/2011,95
"Celebration Cruise Line, Ltd",Bahamas Celebration,7/20/2011,95
"Carnival Cruise Lines, Inc.",Carnival Dream,7/9/2011,94
"Carnival Cruise Lines, Inc.",Carnival Elation,7/21/2011,94
"Carnival Cruise Lines, Inc.",Carnival Freedom,7/16/2011,100
Princess Cruises,Coral Princess,7/13/2011,98
Disney Cruise Lines,Disney Dream,7/10/2011,100
Royal Caribbean International,Monarch Of The Seas,7/8/2011,97
Norwegian Cruise Lines,Norwegian Sky,7/11/2011,99
Cunard Line,Queen Mary 2,7/27/2011,92
Oceania Cruises,Regatta,7/15/2011,93
Holland America Line,Rotterdam,7/12/2011,91
Princess Cruises,Sapphire Princess,7/10/2011,95
Regent Seven Seas,Seven Seas Navigator,7/27/2011,97
Holland America Line,Statendam,7/14/2011,98
Hapag Lloyd Kreuzfahrten Gmbh,Bremen,8/2/2011,100
Princess Cruises,Caribbean Princess,8/6/2011,100
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,8/11/2011,99
"Carnival Cruise Lines, Inc.",Carnival Fascination,8/20/2011,99
"Carnival Cruise Lines, Inc.",Carnival Pride,8/21/2011,96
"Carnival Cruise Lines, Inc.",Carnival Sensation,8/21/2011,97
"Carnival Cruise Lines, Inc.",Carnival Triumph,8/11/2011,94
Celebrity Cruises,Celebrity Millennium,8/21/2011,99
"Crystal Cruises , Inc.",Crystal Symphony,8/13/2011,99
V. Ships Leisure U.S.A.,MV Explorer,8/20/2011,100
Norwegian Cruise Lines,Norwegian Dawn,8/19/2011,95
Norwegian Cruise Lines,Norwegian Jewel,8/22/2011,100
Norwegian Cruise Lines,Norwegian Star,8/20/2011,99
Princess Cruises,Ocean Princess,8/7/2011,95
Royal Caribbean International,Radiance Of The Seas,8/23/2011,96
Holland America Line,Zaandam,8/24/2011,96
Aida Cruises,AIDAaura,9/15/2011,99
Aida Cruises,AIDAluna,9/17/2011,98
America Cruise Ferries,Caribbean Fantasy,9/28/2011,86
"Carnival Cruise Lines, Inc.",Carnival Conquest,9/18/2011,100
"Carnival Cruise Lines, Inc.",Carnival Splendor,9/11/2011,100
Princess Cruises,Diamond Princess,9/6/2011,100
Royal Caribbean International,Jewel Of The Seas,9/25/2011,94
Compagnie Du Ponant SA,Le Boreal,9/16/2011,95
Cunard Line,Queen Elizabeth,9/21/2011,100
Royal Caribbean International,Rhapsody Of The Seas,9/5/2011,99
Lindblad Expeditions,Sea Bird,9/8/2011,100
Princess Cruises,Sea Princess,9/10/2011,95
Seabourn Cruise Line,Seabourn Sojourn,9/28/2011,100
Silversea Cruises Ltd,Silver Shadow,9/4/2011,97
Silversea Cruises Ltd,Silver Whisper,9/20/2011,94
Holland America Line,Veendam,9/18/2011,98
Holland America Line,Volendam,9/10/2011,97
Azamara Cruises,Azamara Journey,10/25/2011,100
"Carnival Cruise Lines, Inc.",Carnival Inspiration,10/8/2011,88
"Carnival Cruise Lines, Inc.",Carnival Legend,10/9/2011,97
"Carnival Cruise Lines, Inc.",Carnival Liberty,10/1/2011,100
"Carnival Cruise Lines, Inc.",Carnival Miracle,10/5/2011,93
"Carnival Cruise Lines, Inc.",Carnival Paradise,10/14/2011,91
"Carnival Cruise Lines, Inc.",Carnival Spirit,10/16/2011,97
"Carnival Cruise Lines, Inc.",Carnival Victory,10/24/2011,97
Celebrity Cruises,Celebrity Century,10/17/2011,97
Holland America Line,Eurodam,10/3/2011,100
Princess Cruises,Golden Princess,10/12/2011,98
Holland America Line,Maasdam,10/28/2011,98
MSC Cruises (Mediterranean Shipping Company),MSC Poesia,10/8/2011,95
Norwegian Cruise Lines,Norwegian Gem,10/9/2011,100
Norwegian Cruise Lines,Norwegian Pearl,10/23/2011,100
Norwegian Cruise Lines,Norwegian Spirit,10/18/2011,92
P&O Cruises,Oriana,10/15/2011,95
Oceania Cruises,Regatta,10/4/2011,95
Royal Caribbean International,Serenade Of The Seas,10/23/2011,96
Royal Caribbean International,Adventure Of The Seas,11/19/2011,97
"Carnival Cruise Lines, Inc.",Carnival Glory,11/1/2011,100
"Carnival Cruise Lines, Inc.",Carnival Magic,11/13/2011,100
"Carnival Cruise Lines, Inc.",Carnival Sunshine,11/10/2011,99
"Carnival Cruise Lines, Inc.",Carnival Valor,11/6/2011,98
Celebrity Cruises,Celebrity Eclipse,11/21/2011,92
Club Med Marine,Club Med 2,11/14/2011,92
Princess Cruises,Crown Princess,11/19/2011,100
Princess Cruises,Emerald Princess,11/11/2011,89
Princess Cruises,Grand Princess,11/26/2011,98
Royal Caribbean International,Monarch Of The Seas,11/18/2011,85
V. Ships Leisure U.S.A.,MV Explorer,11/24/2011,96
Royal Caribbean International,Navigator Of The Seas,11/20/2011,96
Norwegian Cruise Lines,Norwegian Epic,11/5/2011,97
Norwegian Cruise Lines,Norwegian Sky,11/18/2011,100
Norwegian Cruise Lines,Norwegian Sun,11/19/2011,98
Cunard Line,Queen Mary 2,11/17/2011,100
Princess Cruises,Ruby Princess,11/10/2011,100
Princess Cruises,Sapphire Princess,11/26/2011,98
Holland America Line,Westerdam,11/27/2011,99
Holland America Line,Zaandam,11/7/2011,93
Holland America Line,Amsterdam,12/5/2011,99
"Carnival Cruise Lines, Inc.",Carnival Fascination,12/19/2011,99
Celebrity Cruises,Celebrity Constellation,12/3/2011,100
Celebrity Cruises,Celebrity Equinox,12/12/2011,99
Celebrity Cruises,Celebrity Silhouette,12/18/2011,100
Costa Crociere S.P.A.,Costa Atlantica,12/29/2011,100
Disney Cruise Lines,Disney Dream,12/18/2011,100
Disney Cruise Lines,Disney Wonder,12/4/2011,99
Hapag Lloyd Kreuzfahrten Gmbh,Europa,12/8/2011,98
Royal Caribbean International,Explorer Of The Seas,12/7/2011,96
Royal Caribbean International,Freedom Of The Seas,12/30/2011,99
Princess Cruises,Island Princess,12/9/2011,98
Royal Caribbean International,Majesty Of The Seas,12/2/2011,97
Holland America Line,Nieuw Amsterdam,12/4/2011,100
Norwegian Cruise Lines,Norwegian Jewel,12/19/2011,98
Holland America Line,Oosterdam,12/3/2011,100
Holland America Line,Prinsendam,12/21/2011,89
Holland America Line,Rotterdam,12/21/2011,99
Holland America Line,Ryndam,12/4/2011,99
Seabourn Cruise Line,Seabourn Spirit,12/9/2011,96
Sea Dream Yacht Club,Seadream I,12/17/2011,95
Regent Seven Seas,Seven Seas Mariner,12/4/2011,96
Silversea Cruises Ltd,Silver Cloud,12/22/2011,98
Silversea Cruises Ltd,Silver Spirit,12/2/2011,100
Royal Caribbean International,Voyager Of The Seas,12/10/2011,97
Holland America Line,Zuiderdam,12/5/2011,99
Aida Cruises,AIDAaura,1/9/2012,90
Fred Olsen Cruise Line,Balmoral,1/23/2012,90
Princess Cruises,Caribbean Princess,1/22/2012,100
"Carnival Cruise Lines, Inc.",Carnival Conquest,1/22/2012,92
"Carnival Cruise Lines, Inc.",Carnival Ecstasy,1/30/2012,89
"Carnival Cruise Lines, Inc.",Carnival Elation,1/28/2012,99
"Carnival Cruise Lines, Inc.",Carnival Fantasy,1/30/2012,99
"Carnival Cruise Lines, Inc.",Carnival Imagination,1/10/2012,94
"Carnival Cruise Lines, Inc.",Carnival Pride,1/29/2012,100
"Carnival Cruise Lines, Inc.",Carnival Splendor,1/22/2012,98
Celebrity Cruises,Celebrity Millennium,1/14/2012,98
Princess Cruises,Coral Princess,1/17/2012,98
"Crystal Cruises , Inc.",Crystal Serenity,1/18/2012,97
"Crystal Cruises , Inc.",Crystal Symphony,1/20/2012,100
Disney Cruise Lines,Disney Magic,1/8/2012,99
Royal Caribbean International,Liberty of the Seas,1/7/2012,98
Royal Caribbean International,Mariner Of The Seas,1/29/2012,100
Royal Caribbean International,Monarch Of The Seas,1/6/2012,96
Norwegian Cruise Lines,Norwegian Dawn,1/4/2012,97
Norwegian Cruise Lines,Norwegian Star,1/29/2012,98
P&O Cruises,Oceana,1/31/2012,95
Oceania Cruises,Oceania Marina,1/13/2012,96
Cunard Line,Queen Victoria,1/4/2012,98
Seabourn Cruise Line,Seabourn Odyssey,1/5/2012,96
Seabourn Cruise Line,Seabourn Quest,1/5/2012,97
Sea Dream Yacht Club,Seadream II,1/21/2012,100
Silversea Cruises Ltd,Silver Whisper,1/6/2012,91
Royal Caribbean International,Allure of the Seas,2/5/2012,95
Phoenix Reissen Cruise Line,Artania,2/25/2012,94
P&O Cruises,Aurora,2/1/2012,100
"Celebration Cruise Line, Ltd",Bahamas Celebration,2/21/2012,93
America Cruise Ferries,Caribbean Fantasy,2/27/2012,86
"Carnival Cruise Lines, Inc.",Carnival Dream,2/28/2012,100
"Carnival Cruise Lines, Inc.",Carnival Freedom,2/25/2012,100
"Carnival Cruise Lines, Inc.",Carnival Sensation,2/19/2012,100
"Carnival Cruise Lines, Inc.",Carnival Spirit,2/17/2012,97
"Carnival Cruise Lines, Inc.",Carnival Valor,2/27/2012,95
Celebrity Cruises,Celebrity Solstice,2/26/2012,95
Celebrity Cruises,Celebrity Summit,2/24/2012,97
Costa Crociere S.P.A.,Costa Deliziosa,2/2/2012,100
Holland America Line,Noordam,2/13/2012,99
Royal Caribbean International,Oasis Of The Seas,2/11/2012,100
Princess Cruises,Ocean Princess,2/15/2012,96
Princess Cruises,Pacific Princess,2/3/2012,95
Seabourn Cruise Line,Seabourn Sojourn,2/23/2012,98
Regent Seven Seas,Seven Seas Navigator,2/28/2012,95
Holland America Line,Statendam,2/3/2012,100
P&O Cruises,Adonia,3/22/2012,96
Royal Caribbean International,Adventure Of The Seas,3/19/2012,99
Azamara Cruises,Azamara Journey,3/18/2012,96
"Carnival Cruise Lines, Inc.",Carnival Magic,3/4/2012,97
"Carnival Cruise Lines, Inc.",Carnival Miracle,3/1/2012,97
"Carnival Cruise Lines, Inc.",Carnival Triumph,3/3/2012,98
"Carnival Cruise Lines, Inc.",Carnival Victory,3/4/2012,96
Celebrity Cruises,Celebrity Eclipse,3/3/2012,96
Celebrity Cruises,Celebrity Equinox,3/16/2012,97
Celebrity Cruises,Celebrity Infinity,3/26/2012,96
Club Med Marine,Club Med 2,3/5/2012,91
Costa Crociere S.P.A.,Costa Atlantica,3/8/2012,100
Holland America Line,Eurodam,3/6/2012,100
Princess Cruises,Grand Princess,3/31/2012,99
Blount Small Ship Adventures,Grande Caribe,3/23/2012,91
Holland America Line,Maasdam,3/12/2012,95
MSC Cruises (Mediterranean Shipping Company),MSC Poesia,3/7/2012,94
Royal Caribbean International,Navigator Of The Seas,3/20/2012,98
Holland America Line,Nieuw Amsterdam,3/25/2012,100
Norwegian Cruise Lines,Norwegian Epic,3/21/2012,92
Norwegian Cruise Lines,Norwegian Spirit,3/25/2012,97
Oceania Cruises,Oceania Marina,3/16/2012,100
Princess Cruises,Ruby Princess,3/22/2012,97
Seabourn Cruise Line,Seabourn Spirit,3/2/2012,93
Sea Dream Yacht Club,Seadream I,3/3/2012,92
Sea Dream Yacht Club,Seadream II,3/31/2012,99
Royal Caribbean International,Serenade Of The Seas,3/17/2012,100
Regent Seven Seas,Seven Seas Mariner,3/18/2012,97
Silversea Cruises Ltd,Silver Cloud,3/7/2012,98
Silversea Cruises Ltd,Silver Spirit,3/23/2012,97
Royal Caribbean International,Voyager Of The Seas,3/24/2012,96
"Carnival Cruise Lines, Inc.",Carnival Inspiration,4/24/2012,96
